,age,gender,alter_age,alter_gender,cntct_intensity,cntct_rate,pop,alter_age_strata,part,mu,y,y_strata,cntct_intensity_strata,pop_strata,cntct_rate_strata
24,6,Female,18,Female,0.002870133617216026,7.106542709611031e-09,403872,15-19,16.0,0.0,0,0,0.03717568368494138,2038194,1.8239521696630147e-08
25,6,Female,18,Male,0.003011568030222705,7.106542709611031e-09,423774,15-19,16.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
26,6,Female,19,Female,0.01429643095212038,3.411140500613295e-08,419110,15-19,16.0,0.0,0,0,0.03717568368494138,2038194,1.8239521696630147e-08
27,6,Female,19,Male,0.014938646374170845,3.411140500613295e-08,437937,15-19,16.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
28,6,Female,20,Female,0.003932499214727031,8.527851251533237e-09,461136,15-19,16.0,0.0,0,0,0.03717568368494138,2038194,1.8239521696630147e-08
29,6,Female,20,Male,0.00409829769875934,8.527851251533237e-09,480578,15-19,16.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
30,6,Female,21,Female,0.004021453231131774,8.527851251533237e-09,471567,20-24,16.0,0.0,0,0,0.010741314738827449,2383278,4.506949981843263e-09
31,6,Female,21,Male,0.0041913109723598135,8.527851251533237e-09,491485,20-24,16.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
32,6,Female,22,Female,0.0,0.0,478631,20-24,16.0,0.0,0,0,0.010741314738827449,2383278,4.506949981843263e-09
33,6,Female,22,Male,0.0,0.0,498135,20-24,16.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
34,6,Female,23,Female,0.0,0.0,484897,20-24,16.0,0.0,0,0,0.010741314738827449,2383278,4.506949981843263e-09
35,6,Female,23,Male,0.0,0.0,502705,20-24,16.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
36,6,Female,24,Female,0.0,0.0,475389,20-24,16.0,0.0,0,0,0.010741314738827449,2383278,4.506949981843263e-09
37,6,Female,24,Male,0.0,0.0,490874,20-24,16.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
38,6,Female,25,Female,0.006719861507695675,1.4213085419222061e-08,472794,20-24,16.0,0.0,0,0,0.010741314738827449,2383278,4.506949981843263e-09
39,6,Female,25,Male,0.006838327574664891,1.4213085419222061e-08,481129,20-24,16.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
40,6,Female,26,Female,0.006748657218755019,1.4213085419222061e-08,474820,25-34,16.0,0.0,0,25,1.4808186737201474,4755925,3.1136291546232275e-07
41,6,Female,26,Male,0.0068693831663058915,1.4213085419222061e-08,483314,25-34,16.0,0.0,0,25,1.4958265690890977,4808688,3.110675030463814e-07
42,6,Female,27,Female,0.06807755227928144,1.4213085419222062e-07,478978,25-34,16.0,1.0,1,25,1.4808186737201474,4755925,3.1136291546232275e-07
43,6,Female,27,Male,0.06912335110442781,1.4213085419222062e-07,486336,25-34,16.0,1.0,2,25,1.4958265690890977,4808688,3.110675030463814e-07
44,6,Female,28,Female,0.07005501885365781,1.4213085419222062e-07,492891,25-34,16.0,1.0,0,25,1.4808186737201474,4755925,3.1136291546232275e-07
45,6,Female,28,Male,0.07123115167209844,1.4213085419222062e-07,501166,25-34,16.0,1.0,1,25,1.4958265690890977,4808688,3.110675030463814e-07
46,6,Female,29,Female,0.4237932735151945,8.527851251533237e-07,496952,25-34,16.0,7.0,3,25,1.4808186737201474,4755925,3.1136291546232275e-07
47,6,Female,29,Male,0.4293440518948175,8.527851251533237e-07,503461,25-34,16.0,7.0,8,25,1.4958265690890977,4808688,3.110675030463814e-07
48,6,Female,30,Female,0.5613361437340902,1.137046833537765e-06,493679,25-34,16.0,9.0,14,25,1.4808186737201474,4755925,3.1136291546232275e-07
49,6,Female,30,Male,0.5657296926988802,1.137046833537765e-06,497543,25-34,16.0,9.0,7,25,1.4958265690890977,4808688,3.110675030463814e-07
50,6,Female,31,Female,0.2052538670252155,4.2639256257666196e-07,481373,25-34,16.0,3.0,4,25,1.4808186737201474,4755925,3.1136291546232275e-07
51,6,Female,31,Male,0.20669592667184977,4.2639256257666196e-07,484755,25-34,16.0,3.0,6,25,1.4958265690890977,4808688,3.110675030463814e-07
52,6,Female,32,Female,0.06627064272993574,1.4213085419222062e-07,466265,25-34,16.0,1.0,2,25,1.4808186737201474,4755925,3.1136291546232275e-07
53,6,Female,32,Male,0.06679027313286251,1.4213085419222062e-07,469921,25-34,16.0,1.0,0,25,1.4958265690890977,4808688,3.110675030463814e-07
54,6,Female,33,Female,0.06644205254009157,1.4213085419222062e-07,467471,25-34,16.0,1.0,1,25,1.4808186737201474,4755925,3.1136291546232275e-07
55,6,Female,33,Male,0.0671083619845447,1.4213085419222062e-07,472159,25-34,16.0,1.0,1,25,1.4958265690890977,4808688,3.110675030463814e-07
56,6,Female,34,Female,0.006502600283977447,1.4213085419222061e-08,457508,25-34,16.0,0.0,0,25,1.4808186737201474,4755925,3.1136291546232275e-07
57,6,Female,34,Male,0.006544457820537056,1.4213085419222061e-08,460453,25-34,16.0,0.0,0,25,1.4958265690890977,4808688,3.110675030463814e-07
58,6,Female,35,Female,0.006338865539948009,1.4213085419222061e-08,445988,25-34,16.0,0.0,0,25,1.4808186737201474,4755925,3.1136291546232275e-07
59,6,Female,35,Male,0.006389918942773854,1.4213085419222061e-08,449580,25-34,16.0,0.0,0,25,1.4958265690890977,4808688,3.110675030463814e-07
60,6,Female,36,Female,0.0,0.0,450075,35-44,16.0,0.0,0,0,0.0,5746264,0.0
61,6,Female,36,Male,0.0,0.0,451267,35-44,16.0,0.0,0,0,0.0,5845040,0.0
62,6,Female,37,Female,0.0,0.0,455714,35-44,16.0,0.0,0,0,0.0,5746264,0.0
63,6,Female,37,Male,0.0,0.0,456308,35-44,16.0,0.0,0,0,0.0,5845040,0.0
64,6,Female,38,Female,0.0,0.0,476139,35-44,16.0,0.0,0,0,0.0,5746264,0.0
65,6,Female,38,Male,0.0,0.0,478102,35-44,16.0,0.0,0,0,0.0,5845040,0.0
66,6,Female,39,Female,0.0,0.0,536573,35-44,16.0,0.0,0,0,0.0,5746264,0.0
67,6,Female,39,Male,0.0,0.0,542188,35-44,16.0,0.0,0,0,0.0,5845040,0.0
68,6,Female,40,Female,0.0,0.0,567146,35-44,16.0,0.0,0,0,0.0,5746264,0.0
69,6,Female,40,Male,0.0,0.0,574280,35-44,16.0,0.0,0,0,0.0,5845040,0.0
70,6,Female,41,Female,0.0,0.0,596508,35-44,16.0,0.0,0,0,0.0,5746264,0.0
71,6,Female,41,Male,0.0,0.0,608365,35-44,16.0,0.0,0,0,0.0,5845040,0.0
72,6,Female,42,Female,0.0,0.0,637032,35-44,16.0,0.0,0,0,0.0,5746264,0.0
73,6,Female,42,Male,0.0,0.0,652906,35-44,16.0,0.0,0,0,0.0,5845040,0.0
74,6,Female,43,Female,0.0,0.0,665186,35-44,16.0,0.0,0,0,0.0,5746264,0.0
75,6,Female,43,Male,0.0,0.0,680638,35-44,16.0,0.0,0,0,0.0,5845040,0.0
76,6,Female,44,Female,0.0,0.0,675340,35-44,16.0,0.0,0,0,0.0,5746264,0.0
77,6,Female,44,Male,0.0,0.0,692524,35-44,16.0,0.0,0,0,0.0,5845040,0.0
78,6,Female,45,Female,0.0,0.0,686551,35-44,16.0,0.0,0,0,0.0,5746264,0.0
79,6,Female,45,Male,0.0,0.0,708462,35-44,16.0,0.0,0,0,0.0,5845040,0.0
80,6,Female,46,Female,0.0,0.0,697208,45-49,16.0,0.0,0,0,0.0,2765380,0.0
81,6,Female,46,Male,0.0,0.0,719189,45-49,16.0,0.0,0,0,0.0,2837950,0.0
82,6,Female,47,Female,0.0,0.0,704435,45-49,16.0,0.0,0,0,0.0,2765380,0.0
83,6,Female,47,Male,0.0,0.0,725438,45-49,16.0,0.0,0,0,0.0,2837950,0.0
84,6,Female,48,Female,0.0,0.0,689684,45-49,16.0,0.0,0,0,0.0,2765380,0.0
85,6,Female,48,Male,0.0,0.0,706502,45-49,16.0,0.0,0,0,0.0,2837950,0.0
86,6,Female,49,Female,0.0,0.0,674053,45-49,16.0,0.0,0,0,0.0,2765380,0.0
87,6,Female,49,Male,0.0,0.0,686821,45-49,16.0,0.0,0,0,0.0,2837950,0.0
88,6,Male,6,Female,0.03897057464925659,1.1370468335377649e-07,342735,6-9,17.0,1.0,1,1,0.16070385562669987,1758888,9.136673604385262e-08
89,6,Male,6,Male,0.04102942535074342,1.137046833537765e-07,360842,6-9,17.0,1.0,1,4,0.1731362807482337,1852932,9.343909045136773e-08
90,6,Male,7,Female,0.03552401333854193,1.0332274629028879e-07,343816,6-9,17.0,1.0,0,1,0.16070385562669987,1758888,9.136673604385262e-08
91,6,Male,7,Male,0.03763295843951693,1.0375552356032105e-07,362708,6-9,17.0,1.0,0,4,0.1731362807482337,1852932,9.343909045136773e-08
92,6,Male,8,Female,0.032131494781139344,9.27048320286767e-08,346600,6-9,17.0,1.0,0,1,0.16070385562669987,1758888,9.136673604385262e-08
93,6,Male,8,Male,0.03427093551949538,9.380636376686561e-08,365337,6-9,17.0,1.0,1,4,0.1731362807482337,1852932,9.343909045136773e-08
94,6,Male,9,Female,0.02877464198498186,8.053716926865424e-08,357284,6-9,17.0,0.0,0,1,0.16070385562669987,1758888,9.136673604385262e-08
95,6,Male,9,Male,0.031471357079608915,8.385720397341016e-08,375297,6-9,17.0,1.0,2,4,0.1731362807482337,1852932,9.343909045136773e-08
96,6,Male,10,Female,0.025303130872780147,6.867397164029102e-08,368453,6-9,17.0,0.0,0,1,0.16070385562669987,1758888,9.136673604385262e-08
97,6,Male,10,Male,0.028731604358869043,7.390804417995473e-08,388748,6-9,17.0,0.0,0,4,0.1731362807482337,1852932,9.343909045136773e-08
98,6,Male,11,Female,0.02189368076046547,5.790738164696314e-08,378081,10-14,17.0,0.0,0,0,0.06868529955745438,1929961,3.5588957267765714e-08
99,6,Male,11,Male,0.12760500982834858,3.197944219324964e-07,399022,10-14,17.0,2.0,1,7,0.4069606809204963,2031680,2.0030747013333612e-07
100,6,Male,12,Female,0.01852956256254342,4.8441274515427904e-08,382516,10-14,17.0,0.0,0,0,0.06868529955745438,1929961,3.5588957267765714e-08
101,6,Male,12,Male,0.10854307346601723,2.700486229652192e-07,401939,10-14,17.0,2.0,3,7,0.4069606809204963,2031680,2.0030747013333612e-07
102,6,Male,13,Female,0.015113475459291821,3.851764232268838e-08,392378,10-14,17.0,0.0,0,0,0.06868529955745438,1929961,3.5588957267765714e-08
103,6,Male,13,Male,0.09086345915230316,2.2030282399794196e-07,412448,10-14,17.0,2.0,0,7,0.4069606809204963,2031680,2.0030747013333612e-07
104,6,Male,14,Female,0.011687092779262014,2.9398902685957247e-08,397535,10-14,17.0,0.0,0,0,0.06868529955745438,1929961,3.5588957267765714e-08
105,6,Male,14,Male,0.07143303433739306,1.7055702503066473e-07,418822,10-14,17.0,1.0,3,7,0.4069606809204963,2031680,2.0030747013333612e-07
106,6,Male,15,Female,0.0014614879958916422,3.851585569392734e-09,379451,10-14,17.0,0.0,0,0,0.06868529955745438,1929961,3.5588957267765714e-08
107,6,Male,15,Male,0.00851610413643425,2.131962812883309e-08,399449,10-14,17.0,0.0,0,7,0.4069606809204963,2031680,2.0030747013333612e-07
108,6,Male,16,Female,0.0014619777604786366,3.905324519449818e-09,374355,15-19,17.0,0.0,0,0,0.004043222959109078,2038194,1.983728221704645e-09
109,6,Male,16,Male,0.00839624518709395,2.131962812883309e-08,393827,15-19,17.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
110,6,Male,17,Female,0.00145734890004452,3.83794654508052e-09,379721,15-19,17.0,0.0,0,0,0.004043222959109078,2038194,1.983728221704645e-09
111,6,Male,17,Male,0.008569360567500075,2.131962812883309e-08,401947,15-19,17.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
112,6,Male,18,Female,0.00048797674368026916,1.20824603755712e-09,403872,15-19,17.0,0.0,0,0,0.004043222959109078,2038194,1.983728221704645e-09
113,6,Male,18,Male,0.0030115680302227055,7.1065427096110316e-09,423774,15-19,17.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
114,6,Male,19,Female,0.0004890163549957004,1.1667971534816645e-09,419110,15-19,17.0,0.0,0,0,0.004043222959109078,2038194,1.983728221704645e-09
115,6,Male,19,Male,0.014938646374170845,3.411140500613295e-08,437937,15-19,17.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
116,6,Male,20,Female,0.00014690319990995143,3.185680578179787e-10,461136,15-19,17.0,0.0,0,0,0.004043222959109078,2038194,1.983728221704645e-09
117,6,Male,20,Male,0.00409829769875934,8.527851251533237e-09,480578,15-19,17.0,0.0,0,0,0.039014117857746916,2138063,1.8247412661716197e-08
118,6,Male,21,Female,0.00014689767530725236,3.115096588761562e-10,471567,20-24,17.0,0.0,0,0,0.00510320966275278,2383278,2.1412565645941347e-09
119,6,Male,21,Male,0.0041913109723598135,8.527851251533237e-09,491485,20-24,17.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
120,6,Male,22,Female,0.0,0.0,478631,20-24,17.0,0.0,0,0,0.00510320966275278,2383278,2.1412565645941347e-09
121,6,Male,22,Male,0.0,0.0,498135,20-24,17.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
122,6,Male,23,Female,0.0,0.0,484897,20-24,17.0,0.0,0,0,0.00510320966275278,2383278,2.1412565645941347e-09
123,6,Male,23,Male,0.0,0.0,502705,20-24,17.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
124,6,Male,24,Female,0.0,0.0,475389,20-24,17.0,0.0,0,0,0.00510320966275278,2383278,2.1412565645941347e-09
125,6,Male,24,Male,0.0,0.0,490874,20-24,17.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
126,6,Male,25,Female,0.004956311987445528,1.0483026407791825e-08,472794,20-24,17.0,0.0,0,0,0.00510320966275278,2383278,2.1412565645941347e-09
127,6,Male,25,Male,0.006838327574664892,1.4213085419222063e-08,481129,20-24,17.0,0.0,0,0,0.011029638547024705,2464328,4.475718551680095e-09
128,6,Male,26,Female,0.004955674258506639,1.0436953495022617e-08,474820,25-34,17.0,0.0,0,11,0.9106171955325739,4755925,1.9147004957659634e-07
129,6,Male,26,Male,0.006869383166305892,1.4213085419222063e-08,483314,25-34,17.0,0.0,0,23,1.4958265690890977,4808688,3.110675030463814e-07
130,6,Male,27,Female,0.04961888048862857,1.03593234947385e-07,478978,25-34,17.0,1.0,1,11,0.9106171955325739,4755925,1.9147004957659634e-07
131,6,Male,27,Male,0.06912335110442781,1.4213085419222062e-07,486336,25-34,17.0,1.0,1,23,1.4958265690890977,4808688,3.110675030463814e-07
132,6,Male,28,Female,0.04958377638304443,1.005978530406204e-07,492891,25-34,17.0,1.0,2,11,0.9106171955325739,4755925,1.9147004957659634e-07
133,6,Male,28,Male,0.07123115167209844,1.4213085419222062e-07,501166,25-34,17.0,1.0,0,23,1.4958265690890977,4808688,3.110675030463814e-07
134,6,Male,29,Female,0.14902405306608374,2.998761511495753e-07,496952,25-34,17.0,3.0,2,11,0.9106171955325739,4755925,1.9147004957659634e-07
135,6,Male,29,Male,0.4293440518948175,8.527851251533237e-07,503461,25-34,17.0,7.0,5,23,1.4958265690890977,4808688,3.110675030463814e-07
136,6,Male,30,Female,0.3984407125749832,8.070845885180111e-07,493679,25-34,17.0,7.0,3,11,0.9106171955325739,4755925,1.9147004957659634e-07
137,6,Male,30,Male,0.5657296926988802,1.137046833537765e-06,497543,25-34,17.0,10.0,14,23,1.4958265690890977,4808688,3.110675030463814e-07
138,6,Male,31,Female,0.14947491429707038,3.1051786098736404e-07,481373,25-34,17.0,3.0,1,11,0.9106171955325739,4755925,1.9147004957659634e-07
139,6,Male,31,Male,0.20669592667184974,4.263925625766619e-07,484755,25-34,17.0,4.0,1,23,1.4958265690890977,4808688,3.110675030463814e-07
140,6,Male,32,Female,0.049804739656435795,1.068163805055833e-07,466265,25-34,17.0,1.0,1,11,0.9106171955325739,4755925,1.9147004957659634e-07
141,6,Male,32,Male,0.06679027313286251,1.4213085419222062e-07,469921,25-34,17.0,1.0,1,23,1.4958265690890977,4808688,3.110675030463814e-07
142,6,Male,33,Female,0.04975054010621202,1.0642486936347287e-07,467471,25-34,17.0,1.0,1,11,0.9106171955325739,4755925,1.9147004957659634e-07
143,6,Male,33,Male,0.0671083619845447,1.4213085419222062e-07,472159,25-34,17.0,1.0,1,23,1.4958265690890977,4808688,3.110675030463814e-07
144,6,Male,34,Female,0.004983959013509289,1.0893708991994213e-08,457508,25-34,17.0,0.0,0,11,0.9106171955325739,4755925,1.9147004957659634e-07
145,6,Male,34,Male,0.006544457820537057,1.4213085419222063e-08,460453,25-34,17.0,0.0,0,23,1.4958265690890977,4808688,3.110675030463814e-07
146,6,Male,35,Female,0.004979945688099619,1.1166097940078251e-08,445988,25-34,17.0,0.0,0,11,0.9106171955325739,4755925,1.9147004957659634e-07
147,6,Male,35,Male,0.006389918942773855,1.4213085419222063e-08,449580,25-34,17.0,0.0,0,23,1.4958265690890977,4808688,3.110675030463814e-07
148,6,Male,36,Female,0.0,0.0,450075,35-44,17.0,0.0,0,0,0.0,5746264,0.0
149,6,Male,36,Male,0.0,0.0,451267,35-44,17.0,0.0,0,0,0.0,5845040,0.0
150,6,Male,37,Female,0.0,0.0,455714,35-44,17.0,0.0,0,0,0.0,5746264,0.0
151,6,Male,37,Male,0.0,0.0,456308,35-44,17.0,0.0,0,0,0.0,5845040,0.0
152,6,Male,38,Female,0.0,0.0,476139,35-44,17.0,0.0,0,0,0.0,5746264,0.0
153,6,Male,38,Male,0.0,0.0,478102,35-44,17.0,0.0,0,0,0.0,5845040,0.0
154,6,Male,39,Female,0.0,0.0,536573,35-44,17.0,0.0,0,0,0.0,5746264,0.0
155,6,Male,39,Male,0.0,0.0,542188,35-44,17.0,0.0,0,0,0.0,5845040,0.0
156,6,Male,40,Female,0.0,0.0,567146,35-44,17.0,0.0,0,0,0.0,5746264,0.0
157,6,Male,40,Male,0.0,0.0,574280,35-44,17.0,0.0,0,0,0.0,5845040,0.0
158,6,Male,41,Female,0.0,0.0,596508,35-44,17.0,0.0,0,0,0.0,5746264,0.0
159,6,Male,41,Male,0.0,0.0,608365,35-44,17.0,0.0,0,0,0.0,5845040,0.0
160,6,Male,42,Female,0.0,0.0,637032,35-44,17.0,0.0,0,0,0.0,5746264,0.0
161,6,Male,42,Male,0.0,0.0,652906,35-44,17.0,0.0,0,0,0.0,5845040,0.0
162,6,Male,43,Female,0.0,0.0,665186,35-44,17.0,0.0,0,0,0.0,5746264,0.0
163,6,Male,43,Male,0.0,0.0,680638,35-44,17.0,0.0,0,0,0.0,5845040,0.0
164,6,Male,44,Female,0.0,0.0,675340,35-44,17.0,0.0,0,0,0.0,5746264,0.0
165,6,Male,44,Male,0.0,0.0,692524,35-44,17.0,0.0,0,0,0.0,5845040,0.0
166,6,Male,45,Female,0.0,0.0,686551,35-44,17.0,0.0,0,0,0.0,5746264,0.0
167,6,Male,45,Male,0.0,0.0,708462,35-44,17.0,0.0,0,0,0.0,5845040,0.0
168,6,Male,46,Female,0.0,0.0,697208,45-49,17.0,0.0,0,0,0.0,2765380,0.0
169,6,Male,46,Male,0.0,0.0,719189,45-49,17.0,0.0,0,0,0.0,2837950,0.0
170,6,Male,47,Female,0.0,0.0,704435,45-49,17.0,0.0,0,0,0.0,2765380,0.0
171,6,Male,47,Male,0.0,0.0,725438,45-49,17.0,0.0,0,0,0.0,2837950,0.0
172,6,Male,48,Female,0.0,0.0,689684,45-49,17.0,0.0,0,0,0.0,2765380,0.0
173,6,Male,48,Male,0.0,0.0,706502,45-49,17.0,0.0,0,0,0.0,2837950,0.0
174,6,Male,49,Female,0.0,0.0,674053,45-49,17.0,0.0,0,0,0.0,2765380,0.0
175,6,Male,49,Male,0.0,0.0,686821,45-49,17.0,0.0,0,0,0.0,2837950,0.0
176,7,Female,6,Female,0.035560649367446635,1.0375552356032105e-07,342735,6-9,16.0,1.0,2,6,0.17444701557722864,1758888,9.91802863952842e-08
177,7,Female,6,Male,0.03728318641688039,1.0332274629028879e-07,360842,6-9,16.0,1.0,1,9,0.1836221289014952,1852932,9.909814763925239e-08
178,7,Female,7,Female,0.03893042557648431,1.1323040689346717e-07,343816,6-9,16.0,1.0,1,6,0.17444701557722864,1758888,9.91802863952842e-08
179,7,Female,7,Male,0.04106957442351569,1.1323040689346717e-07,362708,6-9,16.0,1.0,1,9,0.1836221289014952,1852932,9.909814763925239e-08
180,7,Female,8,Female,0.0358116638642141,1.0332274629028879e-07,346600,6-9,16.0,1.0,1,6,0.17444701557722864,1758888,9.91802863952842e-08
181,7,Female,8,Male,0.03774762216145523,1.0332274629028879e-07,365337,6-9,16.0,1.0,2,9,0.1836221289014952,1852932,9.909814763925239e-08
182,7,Female,9,Female,0.03337571547463356,9.341508568711042e-08,357284,6-9,16.0,1.0,2,6,0.17444701557722864,1758888,9.91802863952842e-08
183,7,Female,9,Male,0.03505840141311548,9.341508568711042e-08,375297,6-9,16.0,1.0,1,9,0.1836221289014952,1852932,9.909814763925239e-08
184,7,Female,10,Female,0.03076856129445001,8.350742508393203e-08,368453,6-9,16.0,0.0,0,6,0.17444701557722864,1758888,9.91802863952842e-08
185,7,Female,10,Male,0.03246334448652841,8.350742508393203e-08,388748,6-9,16.0,1.0,4,9,0.1836221289014952,1852932,9.909814763925239e-08
186,7,Female,11,Female,0.13913336277323915,3.6799882240376835e-07,378081,10-14,16.0,2.0,3,8,0.5181296389082324,1929961,2.684663777704484e-07
187,7,Female,11,Male,0.14683962611319645,3.6799882240376835e-07,399022,10-14,16.0,2.0,3,13,0.5454852276780406,2031680,2.684897364142191e-07
188,7,Female,12,Female,0.12181624403417295,3.1846051938787643e-07,382516,10-14,16.0,2.0,0,8,0.5181296389082324,1929961,2.684663777704484e-07
189,7,Female,12,Male,0.12800170270224367,3.1846051938787643e-07,401939,10-14,16.0,2.0,1,13,0.5454852276780406,2031680,2.684897364142191e-07
190,7,Female,13,Female,0.10551916141560654,2.689222163719845e-07,392378,10-14,16.0,2.0,4,8,0.5181296389082324,1929961,2.684663777704484e-07
191,7,Female,13,Male,0.11091643029819227,2.689222163719845e-07,412448,10-14,16.0,2.0,4,13,0.5454852276780406,2031680,2.684897364142191e-07
192,7,Female,14,Female,0.08721278399601429,2.1938391335609263e-07,397535,10-14,16.0,1.0,0,8,0.5181296389082324,1929961,2.684663777704484e-07
193,7,Female,14,Male,0.09188280935962542,2.1938391335609263e-07,418822,10-14,16.0,1.0,3,13,0.5454852276780406,2031680,2.684897364142191e-07
194,7,Female,15,Female,0.06444808668919952,1.6984561034020076e-07,379451,10-14,16.0,1.0,1,8,0.5181296389082324,1929961,2.684663777704484e-07
195,7,Female,15,Male,0.06784465920478286,1.6984561034020076e-07,399449,10-14,16.0,1.0,2,13,0.5454852276780406,2031680,2.684897364142191e-07
196,7,Female,16,Female,0.007947819182363232,2.1230701292525095e-08,374355,15-19,16.0,0.0,0,0,0.05448523192418092,2038194,2.6732112803874862e-08
197,7,Female,16,Male,0.008361223397931281,2.1230701292525095e-08,393827,15-19,16.0,0.0,0,0,0.05709300745622229,2138063,2.6703145536975426e-08
198,7,Female,17,Female,0.008061743125498922,2.1230701292525095e-08,379721,15-19,16.0,0.0,0,0,0.05448523192418092,2038194,2.6732112803874862e-08
199,7,Female,17,Male,0.008533616692426584,2.1230701292525095e-08,401947,15-19,16.0,0.0,0,0,0.05709300745622229,2138063,2.6703145536975426e-08
200,7,Female,18,Female,0.008574485792414696,2.1230701292525095e-08,403872,15-19,16.0,0.0,0,0,0.05448523192418092,2038194,2.6732112803874862e-08
201,7,Female,18,Male,0.008997019209538529,2.1230701292525095e-08,423774,15-19,16.0,0.0,0,0,0.05709300745622229,2138063,2.6703145536975426e-08
